CANSAT data log:
1,9388,0.02,0.01,10.01,-0.00,0.00,0.01,0.03,38.00,1008.70,57.90,0.52
2,9776,0.03,0.01,9.99,0.00,-0.00,0.03,0.07,38.00,1008.70,58.50,0.52
3,10164,0.07,0.04,10.01,-0.00,0.00,0.11,0.22,38.10,1008.70,59.30,0.52
4,10557,0.02,-0.01,9.99,-0.00,0.00,0.06,0.20,38.10,1008.70,60.20,0.52
5,10950,0.02,-0.00,10.00,-0.00,0.00,0.03,0.18,38.10,1008.70,61.20,0.52
6,11343,0.01,-0.01,9.99,-0.00,-0.00,-0.01,0.14,38.10,1008.70,62.40,0.52
7,11736,0.01,0.01,9.99,-0.00,0.00,0.02,0.11,38.10,1008.70,63.60,0.52
8,12126,-0.01,-0.01,10.02,0.00,-0.00,-0.01,0.05,38.10,1008.70,64.80,0.52
9,12524,-0.02,0.01,10.00,-0.00,-0.00,0.00,-0.02,38.20,1008.70,66.20,0.52
10,12922,-0.02,-0.01,10.00,-0.00,-0.00,-0.02,-0.06,38.20,1008.70,67.10,0.52
11,13320,0.02,-0.01,10.01,0.00,0.00,-0.03,-0.01,38.20,1008.70,68.00,0.52
12,13718,-0.01,0.02,10.00,-0.00,0.00,0.00,-0.03,38.20,1008.70,68.90,0.52
13,14116,0.01,-0.00,10.00,-0.00,0.00,-0.00,-0.00,38.20,1008.70,69.80,0.52
14,14514,-0.01,0.01,9.96,0.00,-0.00,0.01,-0.02,38.30,1008.70,70.70,0.52
15,14909,0.00,0.00,9.98,-0.00,0.00,0.01,-0.01,38.30,1008.70,71.50,0.52
16,15302,0.01,-0.01,9.96,0.00,-0.00,-0.02,0.01,38.30,1008.70,72.20,0.52
17,15695,0.01,-0.00,9.98,0.00,0.00,-0.02,0.02,38.30,1008.70,72.90,0.52
18,16088,-0.01,-0.01,9.97,-0.00,-0.00,-0.04,-0.01,38.30,1008.70,73.50,0.52
19,16486,-0.01,-0.00,10.01,-0.00,0.00,-0.04,-0.02,38.40,1008.70,74.20,0.52
20,16884,0.02,0.01,10.00,0.00,0.00,-0.02,0.02,38.40,1008.70,74.80,0.52
21,17277,-0.00,0.00,10.01,0.00,0.00,-0.01,0.01,38.40,1008.70,75.40,0.52
22,17672,0.00,0.01,10.00,0.00,0.00,0.02,0.01,38.40,1008.70,75.90,0.52
23,18065,0.00,-0.01,10.00,-0.00,-0.00,-0.01,0.02,38.50,1008.80,76.40,-0.31
24,18463,0.02,0.01,9.99,-0.00,0.00,0.01,0.05,38.50,1008.70,76.90,0.52
25,18856,0.00,0.02,9.97,-0.00,0.00,0.05,0.05,38.50,1008.70,77.30,0.52
26,19249,-0.02,0.00,10.00,-0.00,0.00,0.04,0.00,38.50,1008.70,77.70,0.52
27,19646,-0.03,0.00,9.99,0.00,0.00,0.03,-0.06,38.60,1008.70,78.10,0.52
28,20039,-0.00,-0.01,9.99,-0.00,0.00,0.01,-0.05,38.60,1008.70,78.50,0.52
29,20439,0.01,0.00,10.01,0.00,0.00,0.01,-0.02,38.60,1008.70,78.90,0.52
30,20832,0.03,-0.01,9.99,-0.00,0.00,-0.02,0.05,38.60,1008.70,79.20,0.52
31,21225,-0.01,0.01,9.97,-0.00,0.00,-0.01,0.03,38.60,1008.70,79.50,0.52
32,21618,-0.01,-0.01,10.00,-0.00,0.00,-0.03,-0.00,38.60,1008.70,79.80,0.52
33,22016,-0.00,-0.00,9.99,-0.00,-0.00,-0.03,-0.00,38.70,1008.70,80.10,0.52
34,22414,0.00,0.01,9.98,0.00,-0.00,-0.01,0.00,38.70,1008.70,80.40,0.52
35,22807,0.01,-0.01,10.02,0.00,-0.00,-0.02,0.02,38.70,1008.70,80.60,0.52
36,23207,-0.01,-0.01,10.01,0.00,-0.00,-0.03,-0.01,38.70,1008.70,80.90,0.52
37,23605,-0.02,0.00,10.00,-0.00,0.00,-0.02,-0.04,38.70,1008.70,81.10,0.52
